External_Id__c,Campaign:External_Id__c,Contact:External_Id__c,Status,HasResponded,CreatedDate
CMM-000915,CAM-0006,CON-001151,Responded,True,2024-02-09
CMM-000916,CAM-0006,CON-001356,Clicked,True,2024-02-13
CMM-000917,CAM-0004,CON-001015,Opened,False,2024-08-16
CMM-000918,CAM-0006,CON-001395,Sent,False,2024-04-14
CMM-000919,CAM-0006,CON-000752,Responded,True,2024-02-21
CMM-000920,CAM-0007,CON-000535,Clicked,True,2025-04-07
CMM-000921,CAM-0006,CON-001156,Clicked,True,2024-03-30
CMM-000922,CAM-0005,CON-000032,Opened,False,2025-03-25
CMM-000923,CAM-0002,CON-001490,Opened,False,2024-06-07
CMM-000924,CAM-0006,CON-000720,Responded,True,2025-01-22
CMM-000925,CAM-0002,CON-000478,Responded,True,2024-10-01
CMM-000926,CAM-0003,CON-000363,Clicked,True,2024-07-15
CMM-000927,CAM-0002,CON-000351,Responded,True,2024-10-04
CMM-000928,CAM-0002,CON-000058,Responded,True,2025-05-27
CMM-000929,CAM-0003,CON-000100,Responded,True,2024-02-24
CMM-000930,CAM-0006,CON-000280,Sent,False,2024-01-15
CMM-000931,CAM-0002,CON-000242,Sent,False,2024-08-12
CMM-000932,CAM-0002,CON-000781,Opened,False,2025-05-04
CMM-000933,CAM-0004,CON-000460,Responded,True,2024-07-03
CMM-000934,CAM-0008,CON-000826,Clicked,True,2024-06-26
CMM-000935,CAM-0006,CON-000327,Sent,False,2025-05-06
CMM-000936,CAM-0005,CON-001333,Registered,True,2025-01-09
CMM-000937,CAM-0004,CON-001106,Clicked,True,2025-05-06
CMM-000938,CAM-0002,CON-001213,Clicked,True,2024-12-02
CMM-000939,CAM-0001,CON-001256,Clicked,True,2025-03-10
CMM-000940,CAM-0007,CON-000586,Clicked,True,2025-06-24
CMM-000941,CAM-0008,CON-000568,Clicked,True,2025-07-25
CMM-000942,CAM-0001,CON-001279,Responded,True,2025-01-23
CMM-000943,CAM-0003,CON-000443,Responded,True,2025-05-30
CMM-000944,CAM-0008,CON-000197,Opened,False,2025-01-29
CMM-000945,CAM-0008,CON-000707,Sent,False,2024-04-03
CMM-000946,CAM-0004,CON-000257,Opened,False,2024-06-17
CMM-000947,CAM-0004,CON-000226,Clicked,True,2025-07-31
CMM-000948,CAM-0003,CON-001445,Sent,False,2024-08-22
CMM-000949,CAM-0008,CON-000168,Clicked,True,2025-06-03
CMM-000950,CAM-0007,CON-000048,Sent,False,2025-04-22
CMM-000951,CAM-0008,CON-000006,Registered,True,2024-03-26
CMM-000952,CAM-0004,CON-001183,Responded,True,2025-01-26
CMM-000953,CAM-0006,CON-000329,Clicked,True,2025-08-08
CMM-000954,CAM-0003,CON-000066,Clicked,True,2025-08-21
CMM-000955,CAM-0006,CON-000624,Sent,False,2024-10-06
CMM-000956,CAM-0008,CON-000558,Opened,False,2024-08-28
CMM-000957,CAM-0007,CON-001195,Opened,False,2024-10-23
CMM-000958,CAM-0005,CON-000605,Responded,True,2025-04-24
CMM-000959,CAM-0006,CON-001289,Responded,True,2024-05-09
CMM-000960,CAM-0005,CON-001192,Sent,False,2024-07-01
CMM-000961,CAM-0001,CON-000653,Clicked,True,2025-06-01
CMM-000962,CAM-0001,CON-000602,Sent,False,2024-11-15
CMM-000963,CAM-0003,CON-001112,Sent,False,2025-02-20
CMM-000964,CAM-0004,CON-000471,Responded,True,2024-01-19
CMM-000965,CAM-0003,CON-001496,Responded,True,2025-10-09
CMM-000966,CAM-0006,CON-001230,Opened,False,2025-01-03
CMM-000967,CAM-0002,CON-000365,Opened,False,2024-11-13
CMM-000968,CAM-0005,CON-000857,Opened,False,2024-11-02
CMM-000969,CAM-0002,CON-000950,Clicked,True,2024-07-17
CMM-000970,CAM-0004,CON-000261,Responded,True,2025-07-06
CMM-000971,CAM-0006,CON-000324,Clicked,True,2025-04-04
CMM-000972,CAM-0002,CON-000333,Clicked,True,2024-07-20
CMM-000973,CAM-0003,CON-000700,Opened,False,2025-01-31
CMM-000974,CAM-0007,CON-000228,Opened,False,2024-02-20
CMM-000975,CAM-0004,CON-000317,Clicked,True,2024-09-12
CMM-000976,CAM-0006,CON-001197,Clicked,True,2024-02-29
CMM-000977,CAM-0008,CON-001168,Opened,False,2025-07-25
CMM-000978,CAM-0003,CON-000085,Responded,True,2024-04-28
CMM-000979,CAM-0006,CON-000913,Responded,True,2024-01-23
CMM-000980,CAM-0002,CON-000139,Clicked,True,2025-05-11
CMM-000981,CAM-0007,CON-000994,Opened,False,2024-05-20
CMM-000982,CAM-0002,CON-000069,Opened,False,2024-08-01
CMM-000983,CAM-0001,CON-000708,Opened,False,2024-07-12
CMM-000984,CAM-0006,CON-000574,Opened,False,2024-10-21
CMM-000985,CAM-0002,CON-000912,Opened,False,2025-01-26
CMM-000986,CAM-0002,CON-000929,Sent,False,2024-03-05
CMM-000987,CAM-0003,CON-000124,Opened,False,2024-02-12
CMM-000988,CAM-0003,CON-000235,Opened,False,2025-09-07
CMM-000989,CAM-0008,CON-000522,Responded,True,2025-04-16
CMM-000990,CAM-0002,CON-001079,Opened,False,2025-05-20
CMM-000991,CAM-0001,CON-000387,Clicked,True,2025-06-17
CMM-000992,CAM-0005,CON-001229,Clicked,True,2024-10-06
CMM-000993,CAM-0007,CON-000750,Clicked,True,2024-10-20
CMM-000994,CAM-0007,CON-000910,Responded,True,2024-05-25
CMM-000995,CAM-0005,CON-000311,Sent,False,2025-04-06
CMM-000996,CAM-0001,CON-000822,Clicked,True,2025-07-03
CMM-000997,CAM-0006,CON-000304,Sent,False,2025-07-13
CMM-000998,CAM-0007,CON-001497,Sent,False,2025-03-09
CMM-000999,CAM-0005,CON-000152,Opened,False,2024-08-06
CMM-001000,CAM-0006,CON-001487,Opened,False,2024-01-19
CMM-001001,CAM-0003,CON-000511,Responded,True,2025-06-01
CMM-001002,CAM-0007,CON-000406,Registered,True,2024-05-11
CMM-001003,CAM-0003,CON-000414,Responded,True,2025-05-20
CMM-001004,CAM-0002,CON-001486,Opened,False,2024-03-15
CMM-001005,CAM-0004,CON-001275,Sent,False,2024-05-01
CMM-001006,CAM-0008,CON-001273,Sent,False,2025-06-16
CMM-001007,CAM-0007,CON-001347,Sent,False,2025-03-27
CMM-001008,CAM-0004,CON-001249,Responded,True,2025-07-07
CMM-001009,CAM-0008,CON-000072,Sent,False,2025-09-04
CMM-001010,CAM-0006,CON-000183,Sent,False,2025-08-07
CMM-001011,CAM-0007,CON-001082,Opened,False,2025-06-29
CMM-001012,CAM-0002,CON-000126,Opened,False,2025-10-01
CMM-001013,CAM-0002,CON-001275,Sent,False,2025-02-20
CMM-001014,CAM-0005,CON-001378,Responded,True,2024-01-27
CMM-001015,CAM-0002,CON-000753,Opened,False,2024-06-29
CMM-001016,CAM-0004,CON-000378,Opened,False,2025-05-02
CMM-001017,CAM-0004,CON-000788,Responded,True,2024-09-30
CMM-001018,CAM-0006,CON-000781,Clicked,True,2024-01-29
CMM-001019,CAM-0002,CON-000483,Sent,False,2024-01-29
CMM-001020,CAM-0006,CON-001074,Registered,True,2024-01-25
CMM-001021,CAM-0005,CON-000294,Responded,True,2025-05-16
CMM-001022,CAM-0005,CON-000341,Sent,False,2024-12-12
CMM-001023,CAM-0005,CON-000457,Opened,False,2025-01-07
CMM-001024,CAM-0003,CON-000881,Opened,False,2025-06-01
CMM-001025,CAM-0005,CON-001105,Responded,True,2024-07-30
CMM-001026,CAM-0004,CON-001314,Clicked,True,2025-09-21
CMM-001027,CAM-0002,CON-000609,Sent,False,2025-04-20
CMM-001028,CAM-0006,CON-000226,Opened,False,2024-11-30
CMM-001029,CAM-0007,CON-001068,Sent,False,2025-01-18
CMM-001030,CAM-0002,CON-000668,Registered,True,2025-08-09
CMM-001031,CAM-0002,CON-000863,Responded,True,2025-07-28
CMM-001032,CAM-0007,CON-000842,Opened,False,2024-05-31
CMM-001033,CAM-0006,CON-000649,Sent,False,2024-03-12
CMM-001034,CAM-0002,CON-000564,Registered,True,2025-01-04
CMM-001035,CAM-0004,CON-000829,Responded,True,2025-04-18
CMM-001036,CAM-0006,CON-000597,Sent,False,2025-02-16
CMM-001037,CAM-0001,CON-000593,Opened,False,2024-10-18
CMM-001038,CAM-0004,CON-001441,Clicked,True,2025-02-16
CMM-001039,CAM-0003,CON-000290,Opened,False,2024-12-28
CMM-001040,CAM-0007,CON-000960,Sent,False,2024-12-06
CMM-001041,CAM-0003,CON-000802,Clicked,True,2025-07-27
CMM-001042,CAM-0002,CON-001311,Registered,True,2025-05-15
CMM-001043,CAM-0008,CON-001185,Sent,False,2025-06-30
CMM-001044,CAM-0007,CON-000520,Responded,True,2024-05-13
CMM-001045,CAM-0003,CON-000181,Opened,False,2024-09-11
CMM-001046,CAM-0006,CON-000643,Clicked,True,2025-02-10
CMM-001047,CAM-0008,CON-000632,Responded,True,2024-11-07
CMM-001048,CAM-0006,CON-001081,Responded,True,2024-10-28
CMM-001049,CAM-0002,CON-000724,Sent,False,2024-07-07
CMM-001050,CAM-0006,CON-000685,Sent,False,2025-07-10
CMM-001051,CAM-0006,CON-001209,Responded,True,2025-08-31
CMM-001052,CAM-0004,CON-000276,Opened,False,2024-10-08
CMM-001053,CAM-0004,CON-000709,Opened,False,2025-08-12
CMM-001054,CAM-0003,CON-001042,Clicked,True,2024-06-11
CMM-001055,CAM-0003,CON-001411,Clicked,True,2025-07-06
CMM-001056,CAM-0005,CON-000814,Responded,True,2024-03-03
CMM-001057,CAM-0004,CON-001447,Opened,False,2025-05-21
CMM-001058,CAM-0006,CON-000458,Opened,False,2024-06-06
CMM-001059,CAM-0002,CON-001376,Sent,False,2024-07-29
CMM-001060,CAM-0003,CON-001318,Opened,False,2025-03-14
CMM-001061,CAM-0003,CON-000280,Clicked,True,2025-07-07
CMM-001062,CAM-0005,CON-001386,Registered,True,2025-07-26
CMM-001063,CAM-0008,CON-000368,Clicked,True,2024-05-19
CMM-001064,CAM-0007,CON-001470,Opened,False,2024-06-04
CMM-001065,CAM-0008,CON-000990,Sent,False,2025-02-22
CMM-001066,CAM-0006,CON-001264,Opened,False,2025-04-26
CMM-001067,CAM-0005,CON-001092,Sent,False,2025-03-10
CMM-001068,CAM-0006,CON-000804,Opened,False,2025-01-21
CMM-001069,CAM-0005,CON-001062,Opened,False,2025-07-09
CMM-001070,CAM-0003,CON-000527,Clicked,True,2025-06-07
CMM-001071,CAM-0006,CON-000861,Clicked,True,2025-04-15
CMM-001072,CAM-0008,CON-000615,Opened,False,2025-09-17
CMM-001073,CAM-0002,CON-001146,Sent,False,2025-01-08
CMM-001074,CAM-0005,CON-001029,Responded,True,2025-05-23
CMM-001075,CAM-0002,CON-001427,Responded,True,2024-10-25
CMM-001076,CAM-0002,CON-000842,Opened,False,2024-05-17
CMM-001077,CAM-0008,CON-000744,Sent,False,2025-06-15
CMM-001078,CAM-0001,CON-001472,Opened,False,2024-03-09
CMM-001079,CAM-0002,CON-000952,Opened,False,2025-09-10
CMM-001080,CAM-0003,CON-001108,Opened,False,2025-05-21
CMM-001081,CAM-0001,CON-000417,Sent,False,2025-07-24
CMM-001082,CAM-0007,CON-000417,Sent,False,2024-10-07
CMM-001083,CAM-0004,CON-000159,Opened,False,2025-08-05
CMM-001084,CAM-0006,CON-001122,Sent,False,2024-02-07
CMM-001085,CAM-0001,CON-001330,Opened,False,2025-01-03
CMM-001086,CAM-0001,CON-001284,Responded,True,2024-02-23
CMM-001087,CAM-0001,CON-000977,Clicked,True,2024-07-11
CMM-001088,CAM-0006,CON-000432,Opened,False,2025-03-23
CMM-001089,CAM-0003,CON-000166,Opened,False,2024-07-14
CMM-001090,CAM-0005,CON-000234,Opened,False,2024-11-07
CMM-001091,CAM-0008,CON-000112,Sent,False,2025-02-22
CMM-001092,CAM-0005,CON-000355,Responded,True,2024-08-09
CMM-001093,CAM-0006,CON-000671,Responded,True,2025-04-06
CMM-001094,CAM-0005,CON-000109,Opened,False,2024-11-22
CMM-001095,CAM-0008,CON-000977,Sent,False,2025-03-31
CMM-001096,CAM-0005,CON-001475,Opened,False,2024-12-27
CMM-001097,CAM-0005,CON-000532,Responded,True,2025-08-18
CMM-001098,CAM-0004,CON-000134,Responded,True,2025-08-31
CMM-001099,CAM-0004,CON-000940,Opened,False,2024-08-08
CMM-001100,CAM-0008,CON-001097,Opened,False,2024-07-02
CMM-001101,CAM-0007,CON-000678,Opened,False,2025-01-12
CMM-001102,CAM-0006,CON-000228,Responded,True,2025-03-07
CMM-001103,CAM-0005,CON-000639,Clicked,True,2025-04-24
CMM-001104,CAM-0001,CON-000169,Responded,True,2024-11-15
CMM-001105,CAM-0001,CON-000426,Opened,False,2024-11-02
CMM-001106,CAM-0004,CON-000839,Responded,True,2024-10-03
CMM-001107,CAM-0001,CON-000952,Responded,True,2025-03-22
CMM-001108,CAM-0007,CON-001216,Opened,False,2025-09-08
CMM-001109,CAM-0006,CON-000084,Responded,True,2024-04-13
CMM-001110,CAM-0007,CON-000752,Sent,False,2024-04-22
CMM-001111,CAM-0004,CON-001431,Responded,True,2024-10-17
CMM-001112,CAM-0007,CON-000376,Clicked,True,2025-05-12
CMM-001113,CAM-0004,CON-001277,Responded,True,2025-06-23
CMM-001114,CAM-0005,CON-001403,Opened,False,2025-08-28
CMM-001115,CAM-0008,CON-000709,Opened,False,2024-04-13
CMM-001116,CAM-0006,CON-000643,Clicked,True,2024-11-27
CMM-001117,CAM-0008,CON-001414,Clicked,True,2025-05-18
CMM-001118,CAM-0002,CON-000536,Opened,False,2025-06-20
CMM-001119,CAM-0005,CON-001490,Opened,False,2024-01-29
CMM-001120,CAM-0001,CON-001447,Clicked,True,2024-01-24
CMM-001121,CAM-0002,CON-000469,Sent,False,2025-06-17
CMM-001122,CAM-0008,CON-001233,Sent,False,2024-10-24
CMM-001123,CAM-0003,CON-001290,Opened,False,2024-07-22
CMM-001124,CAM-0007,CON-000665,Sent,False,2025-03-23
CMM-001125,CAM-0007,CON-001463,Responded,True,2024-12-30
CMM-001126,CAM-0007,CON-000220,Responded,True,2024-06-09
CMM-001127,CAM-0005,CON-000975,Sent,False,2024-03-13
CMM-001128,CAM-0005,CON-000182,Clicked,True,2025-06-12
CMM-001129,CAM-0002,CON-001368,Opened,False,2025-05-19
CMM-001130,CAM-0003,CON-000925,Opened,False,2024-05-10
CMM-001131,CAM-0006,CON-000564,Clicked,True,2024-06-11
CMM-001132,CAM-0008,CON-000841,Opened,False,2025-05-28
CMM-001133,CAM-0004,CON-000837,Sent,False,2025-10-11
CMM-001134,CAM-0008,CON-000994,Sent,False,2025-07-24
CMM-001135,CAM-0001,CON-000711,Clicked,True,2024-01-03
CMM-001136,CAM-0003,CON-000066,Clicked,True,2025-01-09
CMM-001137,CAM-0008,CON-000585,Clicked,True,2025-08-09
CMM-001138,CAM-0005,CON-000703,Opened,False,2024-06-21
CMM-001139,CAM-0002,CON-001441,Opened,False,2024-10-18
CMM-001140,CAM-0001,CON-000315,Clicked,True,2025-09-29
CMM-001141,CAM-0004,CON-000456,Clicked,True,2024-01-30
CMM-001142,CAM-0006,CON-000500,Clicked,True,2024-11-20
CMM-001143,CAM-0007,CON-001178,Clicked,True,2024-07-26
CMM-001144,CAM-0007,CON-000375,Sent,False,2024-05-19
CMM-001145,CAM-0007,CON-000628,Responded,True,2024-09-15
CMM-001146,CAM-0005,CON-001239,Sent,False,2025-09-06
CMM-001147,CAM-0003,CON-000896,Responded,True,2025-04-22
CMM-001148,CAM-0004,CON-000671,Opened,False,2024-12-03
CMM-001149,CAM-0002,CON-001453,Opened,False,2024-09-04
CMM-001150,CAM-0006,CON-000767,Registered,True,2024-01-28
CMM-001151,CAM-0006,CON-000075,Sent,False,2024-07-05
CMM-001152,CAM-0005,CON-001322,Responded,True,2024-12-27
CMM-001153,CAM-0004,CON-000108,Clicked,True,2024-01-05
CMM-001154,CAM-0001,CON-001077,Registered,True,2024-09-23
CMM-001155,CAM-0007,CON-001144,Sent,False,2024-11-23
CMM-001156,CAM-0002,CON-000655,Opened,False,2025-05-04
CMM-001157,CAM-0002,CON-000439,Opened,False,2025-09-18
CMM-001158,CAM-0003,CON-000242,Opened,False,2024-10-07
CMM-001159,CAM-0003,CON-000017,Opened,False,2024-02-11
CMM-001160,CAM-0004,CON-000840,Opened,False,2024-09-02
CMM-001161,CAM-0006,CON-000302,Responded,True,2024-01-24
CMM-001162,CAM-0003,CON-000722,Responded,True,2024-08-20
CMM-001163,CAM-0005,CON-001337,Responded,True,2024-04-16
CMM-001164,CAM-0006,CON-001422,Clicked,True,2025-04-01
CMM-001165,CAM-0006,CON-001492,Sent,False,2024-06-18
CMM-001166,CAM-0007,CON-000575,Sent,False,2024-05-13
CMM-001167,CAM-0007,CON-000851,Sent,False,2025-06-10
CMM-001168,CAM-0001,CON-000838,Opened,False,2024-04-01
CMM-001169,CAM-0002,CON-000303,Responded,True,2025-08-21
CMM-001170,CAM-0007,CON-001254,Responded,True,2025-04-25
CMM-001171,CAM-0001,CON-000971,Registered,True,2024-09-02
CMM-001172,CAM-0001,CON-000260,Clicked,True,2024-07-26
CMM-001173,CAM-0008,CON-000584,Opened,False,2025-06-21
CMM-001174,CAM-0002,CON-001238,Opened,False,2024-12-19
CMM-001175,CAM-0006,CON-000534,Clicked,True,2025-02-19
CMM-001176,CAM-0001,CON-001260,Clicked,True,2024-02-17
CMM-001177,CAM-0005,CON-000495,Responded,True,2025-02-01
CMM-001178,CAM-0003,CON-000566,Responded,True,2025-04-02
CMM-001179,CAM-0001,CON-000686,Responded,True,2024-03-16
CMM-001180,CAM-0005,CON-001065,Responded,True,2024-11-08
CMM-001181,CAM-0008,CON-000579,Responded,True,2024-12-20
CMM-001182,CAM-0005,CON-000163,Opened,False,2024-02-01
CMM-001183,CAM-0007,CON-000640,Responded,True,2025-04-03
CMM-001184,CAM-0007,CON-000973,Clicked,True,2024-10-05
CMM-001185,CAM-0002,CON-000405,Responded,True,2024-03-03
CMM-001186,CAM-0006,CON-001213,Clicked,True,2024-08-02
CMM-001187,CAM-0003,CON-000110,Opened,False,2024-09-04
CMM-001188,CAM-0001,CON-001339,Opened,False,2025-09-14
CMM-001189,CAM-0005,CON-000216,Responded,True,2024-06-21
CMM-001190,CAM-0002,CON-000592,Sent,False,2025-06-05
CMM-001191,CAM-0008,CON-000493,Clicked,True,2024-01-18
CMM-001192,CAM-0006,CON-000711,Opened,False,2024-08-05
CMM-001193,CAM-0003,CON-000405,Opened,False,2025-08-27
CMM-001194,CAM-0002,CON-000256,Registered,True,2025-03-04
CMM-001195,CAM-0001,CON-000281,Responded,True,2025-03-20
CMM-001196,CAM-0005,CON-001394,Clicked,True,2025-06-23
CMM-001197,CAM-0003,CON-000461,Responded,True,2024-07-09
CMM-001198,CAM-0006,CON-000901,Sent,False,2024-11-16
CMM-001199,CAM-0005,CON-001450,Opened,False,2025-04-06
CMM-001200,CAM-0007,CON-000824,Opened,False,2025-07-23
CMM-001201,CAM-0004,CON-000699,Sent,False,2024-09-20
CMM-001202,CAM-0004,CON-000601,Sent,False,2025-05-04
CMM-001203,CAM-0007,CON-000916,Sent,False,2024-11-25
CMM-001204,CAM-0002,CON-000173,Registered,True,2024-05-30
CMM-001205,CAM-0006,CON-001032,Opened,False,2024-02-05
CMM-001206,CAM-0007,CON-000265,Responded,True,2024-03-15
CMM-001207,CAM-0007,CON-001481,Responded,True,2025-09-23
CMM-001208,CAM-0008,CON-001122,Opened,False,2024-05-23
CMM-001209,CAM-0001,CON-001159,Responded,True,2025-04-16
CMM-001210,CAM-0005,CON-001069,Sent,False,2025-01-28
CMM-001211,CAM-0007,CON-000977,Sent,False,2025-05-06
CMM-001212,CAM-0002,CON-000270,Responded,True,2025-03-04
CMM-001213,CAM-0003,CON-000558,Sent,False,2025-03-22
CMM-001214,CAM-0002,CON-001319,Responded,True,2024-11-29
CMM-001215,CAM-0008,CON-000277,Clicked,True,2024-01-31
CMM-001216,CAM-0003,CON-001023,Clicked,True,2025-07-26
CMM-001217,CAM-0004,CON-000982,Sent,False,2024-04-28
CMM-001218,CAM-0007,CON-001266,Responded,True,2024-07-11
CMM-001219,CAM-0002,CON-000269,Responded,True,2025-07-22
CMM-001220,CAM-0008,CON-000275,Clicked,True,2024-05-30
CMM-001221,CAM-0004,CON-000590,Sent,False,2024-02-18
CMM-001222,CAM-0008,CON-000469,Sent,False,2024-06-17
CMM-001223,CAM-0003,CON-000489,Responded,True,2025-03-16
CMM-001224,CAM-0007,CON-000970,Responded,True,2024-09-23
CMM-001225,CAM-0005,CON-001206,Responded,True,2025-02-17
CMM-001226,CAM-0004,CON-001114,Sent,False,2024-04-26
CMM-001227,CAM-0007,CON-001195,Opened,False,2024-08-23
CMM-001228,CAM-0005,CON-001358,Clicked,True,2024-07-19
CMM-001229,CAM-0004,CON-000524,Sent,False,2025-05-31
CMM-001230,CAM-0003,CON-001098,Sent,False,2024-06-29
CMM-001231,CAM-0001,CON-001065,Clicked,True,2025-01-10
CMM-001232,CAM-0002,CON-000026,Opened,False,2024-11-15
CMM-001233,CAM-0008,CON-000198,Responded,True,2025-02-28
CMM-001234,CAM-0004,CON-000895,Clicked,True,2024-02-19
CMM-001235,CAM-0006,CON-000038,Opened,False,2024-04-23
CMM-001236,CAM-0007,CON-001499,Clicked,True,2025-04-20
CMM-001237,CAM-0007,CON-000892,Responded,True,2024-09-16
CMM-001238,CAM-0004,CON-001317,Sent,False,2025-06-17
CMM-001239,CAM-0006,CON-000050,Clicked,True,2024-02-25
CMM-001240,CAM-0006,CON-001108,Sent,False,2024-11-08
CMM-001241,CAM-0008,CON-000134,Clicked,True,2024-02-27
CMM-001242,CAM-0007,CON-000064,Clicked,True,2024-02-04
CMM-001243,CAM-0004,CON-000476,Sent,False,2024-04-06
CMM-001244,CAM-0007,CON-000291,Sent,False,2025-01-13
CMM-001245,CAM-0002,CON-000102,Clicked,True,2024-06-02
CMM-001246,CAM-0001,CON-000991,Responded,True,2025-01-29
CMM-001247,CAM-0008,CON-001163,Clicked,True,2025-06-17
CMM-001248,CAM-0002,CON-001165,Sent,False,2025-02-23
CMM-001249,CAM-0002,CON-000088,Sent,False,2024-08-25
CMM-001250,CAM-0001,CON-000884,Sent,False,2025-05-27
CMM-001251,CAM-0007,CON-000157,Clicked,True,2024-03-08
CMM-001252,CAM-0007,CON-001199,Responded,True,2024-10-30
CMM-001253,CAM-0005,CON-001262,Sent,False,2024-07-13
CMM-001254,CAM-0004,CON-000347,Registered,True,2024-07-30
CMM-001255,CAM-0004,CON-000658,Responded,True,2024-12-04
CMM-001256,CAM-0004,CON-000327,Opened,False,2024-03-12
CMM-001257,CAM-0001,CON-000187,Sent,False,2024-06-02
CMM-001258,CAM-0004,CON-000968,Clicked,True,2024-05-03
CMM-001259,CAM-0004,CON-001193,Opened,False,2024-06-05
CMM-001260,CAM-0008,CON-001353,Opened,False,2025-09-26
CMM-001261,CAM-0008,CON-000757,Responded,True,2025-06-17
CMM-001262,CAM-0005,CON-001116,Opened,False,2025-08-26
CMM-001263,CAM-0001,CON-000671,Sent,False,2024-04-02
CMM-001264,CAM-0002,CON-000263,Opened,False,2025-10-09
CMM-001265,CAM-0004,CON-000210,Sent,False,2024-03-22
CMM-001266,CAM-0003,CON-000056,Sent,False,2025-08-20
CMM-001267,CAM-0003,CON-001210,Sent,False,2024-10-19
CMM-001268,CAM-0005,CON-001278,Registered,True,2025-07-06
CMM-001269,CAM-0005,CON-000787,Responded,True,2024-10-22
CMM-001270,CAM-0001,CON-000126,Opened,False,2024-04-29
CMM-001271,CAM-0008,CON-001285,Clicked,True,2025-05-26
CMM-001272,CAM-0006,CON-001207,Clicked,True,2025-07-16
CMM-001273,CAM-0006,CON-000887,Sent,False,2024-02-28
CMM-001274,CAM-0006,CON-001175,Responded,True,2025-02-01
CMM-001275,CAM-0005,CON-000878,Sent,False,2024-09-29
CMM-001276,CAM-0004,CON-000352,Clicked,True,2024-06-04
CMM-001277,CAM-0003,CON-000629,Sent,False,2025-03-15
CMM-001278,CAM-0005,CON-000214,Responded,True,2025-01-08
CMM-001279,CAM-0007,CON-000581,Responded,True,2024-05-20
CMM-001280,CAM-0004,CON-001033,Sent,False,2024-03-01
CMM-001281,CAM-0005,CON-000173,Opened,False,2025-07-05
CMM-001282,CAM-0006,CON-000744,Responded,True,2024-08-27
CMM-001283,CAM-0004,CON-000070,Responded,True,2024-01-11
CMM-001284,CAM-0004,CON-000397,Opened,False,2025-01-24
CMM-001285,CAM-0002,CON-000871,Sent,False,2024-01-10
CMM-001286,CAM-0006,CON-000780,Opened,False,2025-01-16
CMM-001287,CAM-0007,CON-000458,Clicked,True,2024-11-28
CMM-001288,CAM-0008,CON-001038,Clicked,True,2024-08-01
CMM-001289,CAM-0008,CON-000237,Responded,True,2025-03-22
CMM-001290,CAM-0006,CON-000751,Sent,False,2024-11-14
CMM-001291,CAM-0008,CON-000025,Responded,True,2024-04-20
CMM-001292,CAM-0002,CON-001153,Sent,False,2025-03-10
CMM-001293,CAM-0005,CON-000054,Clicked,True,2024-07-22
CMM-001294,CAM-0007,CON-000664,Opened,False,2025-07-10
CMM-001295,CAM-0003,CON-000750,Sent,False,2024-02-29
CMM-001296,CAM-0007,CON-000812,Sent,False,2024-01-28
CMM-001297,CAM-0002,CON-000477,Responded,True,2024-02-22
CMM-001298,CAM-0005,CON-000917,Opened,False,2024-11-16
CMM-001299,CAM-0002,CON-000971,Clicked,True,2024-07-01
CMM-001300,CAM-0002,CON-001117,Responded,True,2024-08-11
CMM-001301,CAM-0005,CON-000210,Responded,True,2025-10-01
CMM-001302,CAM-0008,CON-001160,Opened,False,2024-03-11
CMM-001303,CAM-0006,CON-000816,Opened,False,2025-01-09
CMM-001304,CAM-0002,CON-001371,Clicked,True,2025-06-25
CMM-001305,CAM-0006,CON-000796,Responded,True,2024-07-06
CMM-001306,CAM-0006,CON-000228,Clicked,True,2024-09-04
CMM-001307,CAM-0005,CON-000704,Opened,False,2024-08-11
CMM-001308,CAM-0007,CON-000255,Opened,False,2025-05-23
CMM-001309,CAM-0005,CON-001036,Registered,True,2025-03-15
CMM-001310,CAM-0007,CON-001138,Opened,False,2024-08-02
CMM-001311,CAM-0002,CON-000770,Sent,False,2025-07-12
CMM-001312,CAM-0006,CON-001180,Responded,True,2025-07-10
CMM-001313,CAM-0002,CON-000443,Clicked,True,2024-07-31
CMM-001314,CAM-0002,CON-000930,Opened,False,2024-07-28
CMM-001315,CAM-0006,CON-000445,Opened,False,2025-03-08
CMM-001316,CAM-0008,CON-000151,Clicked,True,2024-11-21
CMM-001317,CAM-0005,CON-000403,Opened,False,2025-03-02
CMM-001318,CAM-0002,CON-000423,Responded,True,2025-09-14
CMM-001319,CAM-0002,CON-001286,Clicked,True,2024-09-25
CMM-001320,CAM-0006,CON-000205,Opened,False,2024-09-27
CMM-001321,CAM-0003,CON-000544,Responded,True,2024-12-30
CMM-001322,CAM-0007,CON-001499,Sent,False,2025-03-24
CMM-001323,CAM-0002,CON-000843,Opened,False,2025-10-01
CMM-001324,CAM-0008,CON-001424,Opened,False,2024-10-04
CMM-001325,CAM-0006,CON-001349,Responded,True,2024-10-04
CMM-001326,CAM-0003,CON-000911,Opened,False,2024-02-22
CMM-001327,CAM-0005,CON-001429,Sent,False,2025-08-18
CMM-001328,CAM-0004,CON-000472,Clicked,True,2024-06-01
CMM-001329,CAM-0004,CON-000833,Clicked,True,2024-03-03
CMM-001330,CAM-0003,CON-000208,Responded,True,2024-10-16
CMM-001331,CAM-0003,CON-000160,Sent,False,2024-03-02
CMM-001332,CAM-0007,CON-000482,Responded,True,2025-01-22
CMM-001333,CAM-0005,CON-000568,Opened,False,2024-10-31
CMM-001334,CAM-0003,CON-001162,Opened,False,2024-06-02
